# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;w_current[0];w_current[1];w_target[0];w_target[1]
5.000000000000000000000000000000e+01;4.526984111728146742414935488341e-02;nan;9.851515393715302418200380207836e-05;nan;nan;7.945336612316730162675071369449e-01;1.112473769330872691574185751051e-01;nan;1.375992099956282218968517394586e-04;nan;1.000000000000000000000000000000e+00;6.777803677174983157157184645355e-09;5.034847912327669039456168320612e-01;4.965152087672329295209294741653e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.100000000000000000000000000000e+01;4.526996132547243117949520296861e-02;nan;9.850154424776723957428437028483e-05;nan;nan;7.944243340275725095978032186395e-01;1.112319911760022150826188180872e-01;nan;1.376181673426014960125857156115e-04;nan;1.000000000000000000000000000000e+00;6.777800999896950472120442691363e-09;5.035531207458551206102015385113e-01;4.964468792541446573451935364574e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.200000000000000000000000000000e+01;4.527008153363547976466563227405e-02;nan;9.848793457270860391729316862808e-05;nan;nan;7.943150068066313629344676883193e-01;1.112166054382123653310188160503e-01;nan;1.376371299129702980863082517615e-04;nan;1.000000000000000000000000000000e+00;6.777798322822005516716494986050e-09;5.036214502694699168827696666995e-01;4.963785497305298610726254082692e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.300000000000000000000000000000e+01;4.527020174177085604094727955271e-02;nan;9.847432491198771528726624291394e-05;nan;nan;7.942056795688476888983586832182e-01;1.112012197197173313245599501897e-01;nan;1.376560977089093208355907727025e-04;nan;1.000000000000000000000000000000e+00;6.777795645951734823360218236497e-09;5.036897798036121809417409167509e-01;4.963102201963875415025029269600e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.400000000000000000000000000000e+01;4.527032194987833102484131586607e-02;nan;9.846071526558612869474418349824e-05;nan;nan;7.940963523142199331772417281172e-01;1.111858340205171824521812595776e-01;nan;1.376750707325534125481658609402e-04;nan;1.000000000000000000000000000000e+00;6.777792969283685801535392715647e-09;5.037581093482830230101399138221e-01;4.962418906517166994341039298888e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.500000000000000000000000000000e+01;4.527044215795803655533191545146e-02;nan;9.844710563352138110986694341520e-05;nan;nan;7.939870250427466524811848103127e-01;1.111704483406113219690070081924e-01;nan;1.376940489860894903210997153309e-04;nan;1.000000000000000000000000000000e+00;6.777790292820410303431744513877e-09;5.038264389034833312663863580383e-01;4.961735610965163356667062544147e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.600000000000000000000000000000e+01;4.527056236600998651020688612334e-02;nan;9.843349601578062473689056943726e-05;nan;nan;7.938776977544260704533485295542e-01;1.111550626799995417082200788172e-01;nan;1.377130324716628920981437156357e-04;nan;1.000000000000000000000000000000e+00;6.777787616560249831921104810700e-09;5.038947684692142159335048745561e-01;4.961052315307854509995877378969e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.700000000000000000000000000000e+01;4.527068257403406292826986145883e-02;nan;9.841988641236364273538056446355e-05;nan;nan;7.937683704492566327814984106226e-01;1.111396770386817445253058167509e-01;nan;1.377320211914376041004159922920e-04;nan;1.000000000000000000000000000000e+00;6.777784940503274697355540613468e-09;5.039630980454765651899151635007e-01;4.960369019545231017431774489523e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.800000000000000000000000000000e+01;4.527080278203043928186843913863e-02;nan;9.840627682327962371874874314415e-05;nan;nan;7.936590431272367851533999782987e-01;1.111242914166573336753884859718e-01;nan;1.377510151475925474339606635610e-04;nan;1.000000000000000000000000000000e+00;6.777782264650889452415166963172e-09;5.040314276322714892586418500287e-01;4.959685723677282331856019936822e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.900000000000000000000000000000e+01;4.527092298999896291533673320373e-02;nan;9.839266724851250794231516394461e-05;nan;nan;7.935497157883648622345162948477e-01;1.111089058139264756919217802533e-01;nan;1.377700143422716505797048780479e-04;nan;1.000000000000000000000000000000e+00;6.777779589000963279842047260523e-09;5.040997572295998763181046342652e-01;4.959002427703998461261392094457e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
